id   |definitiond                                                                                                    |nounadjpluralsyllf|sentenceenglishs                                                                                                                                                             |sentenceq                                                                                  |sentencesyllr                                                                                  |syllabaryb|vfirstpresh    |vsecondimpersylln|vthirdinfsyllp|vthirdpastsyllj|vthirdpressylll|entrytone              |nounadjpluraltone      |vfirstprestone                             |vsecondimpertone                   |vthirdinftone      |vthirdpasttone       |vthirdprestone        |source
100766|He is picking up it (something flexible) or it (something alive) from the ground                                                                            |                  |… <u>take up</u> thy couch, and go to thy house.’                                                                                                                                          |[ᎹᏚ 9:6]                                                                                                           |… ᏣᏤᏍᏙ <u>ᎯᎾᎩ</u>, ᎠᎴ ᏗᏤᏅᏒ ᎮᎾ.                                                                                         |ᎦᎾᎩᎠ             |ᏥᎾᎩᎠ             |ᎯᎾᎩ              |ᎤᎾᎩᏍᏗ         |ᎤᎾᎩᏒᎢ          |ᎦᎾᎩᏍᎪᎢ         |gạnạgiɂa                                        |                                                |tsịnạgiɂa                                        |hịnạgi                                    |unạgisdi                         |unạgisv²³ɂi                    |gạnạgisgo³ɂi                  |rrd
100767|He is taking it (something flexible) or it (something alive) from him                                                                                       |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᎩᎡᎭ            |ᏥᎾᎩᎡᎠ            |ᎯᎾᎩᎢ             |ᎤᎾᎩᎡᏗ         |ᎤᎾᎩᎡᎸᎢ         |ᎦᎾᎩᎡᎰᎢ         |gạnạgiɂeha                                      |                                                |tsinạgiɂẹɂa                                      |hinạgiɂi                                  |unạgiɂehdi                       |unạgiɂẹɂlv²³ɂi                 |gạnạgiɂeho³ɂi                 |rrd
100768|He is residing, lives in (a place)                                                                                                                          |                  |“<u>He lives</u> near me.”                                                                                                                                                                 |[King p40]                                                                                                         |ᎾᎠ <u>ᎦᎾᎩᎳ</u>.                                                                                                        |ᎦᎾᎩᎳ             |ᏥᎾᎩᎳ             |ᎯᎾᎡᎳᏓ            |ᎤᎾᎡᎳᏗᏍᏗ       |ᎤᎾᎡᎳᏛᎢ         |ᎦᎾᎩᎶᎢ          |gạnạgịla                                        |                                                |tsịnạgịla                                        |hịnạẹlạda                                 |unạẹldisdi                       |unạẹldɂv²³ɂi                   |gạnạgịlo³ɂi                   |rrd
100769|His house                                                                                                                                                   |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᎩᎸᎢ            |                 |                 |              |               |               |gạnạgịlvɂi                                      |                                                |                                                 |                                          |                                 |                               |                              |rrd
100770|He is fetching it (something alive) or it (something flexible)                                                                                              |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᎩᏏ             |ᏥᎾᎩᏏ             |ᎯᎾᎩᏑᎦ            |ᎤᎾᎩᏒᏍᏗ        |ᎤᎾᎩᏎᏒᎢ         |ᎦᎾᎩᏎᎪᎢ         |gạnạgisi                                        |                                                |tsinạgisi                                        |hinạgisuga                                |unạgisṿsdi                       |unạgisẹsv²³ɂi                  |gạnạgisego³ɂi                 |rrd
100771|He is moving it (something flexible) off.; He is clearing it (something flexible) off                                                                       |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᎬᎠ             |ᏥᎾᎬᎠ             |ᎯᎾᎬᏍᏗ            |ᎤᎾᎬᏍᏗ         |ᎤᎾᎬᏒᎢ          |ᎦᎾᎬᏍᎪᎢ         |gạna³ɂgṿɂa                                      |                                                |tsịna³ɂgṿɂa                                      |hịna³ɂgṿsdi                               |una³ɂgṿsdi                       |una³ɂgṿsv²³ɂi                  |gạna³ɂgṿsgo³ɂi                |rrd
73097 |castrated horse, dog sheep, etc                                                                                                                             |                  |This is a <u>gelding</u>.                                                                                                                                                                  |Hia sogwili <u>ganali</u>.                                                                                         |ᎯᎠ ᏐᏈᎵ <u>ᎦᎾᎵ</u>.                                                                                                     |ᎦᎾᎵ              |                 |                 |              |               |               |ga1na.?3li                                      |                                                |                                                 |                                          |                                 |                               |                              |ced
73096 |lazy                                                                                                                                                        |ᎠᏂᎾᎵ              |Who is that <u>lazy</u> man?                                                                                                                                                               |Gago na <u>ganali</u> asgaya?                                                                                      |ᎦᎪ Ꮎ <u>ᎦᎾᎵ</u> ᎠᏍᎦᏯ?                                                                                                  |ᎦᎾᎵ              |                 |                 |              |               |               |ga1na4li                                        |a.2ni1na4li                                     |                                                 |                                          |                                 |                               |                              |ced
100772|Spider                                                                                                                                                      |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏁᏍᎩ            |                 |                 |              |               |               |gạnanesgi                                       |                                                |                                                 |                                          |                                 |                               |                              |rrd
100773|Clock                                                                                                                                                       |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏁᏍᎩ            |                 |                 |              |               |               |gạɂnạnẹsgi                                      |                                                |                                                 |                                          |                                 |                               |                              |rrd
100774|Tame                                                                                                                                                        |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏌ              |                 |                 |              |               |               |gạɂnạsa                                         |                                                |                                                 |                                          |                                 |                               |                              |rrd
73152 |he's pulling him, it                                                                                                                                        |                  |Can <u>you pull</u> a car <u>for me</u>?                                                                                                                                                   |Eligwus dagwalela <u>yisginsanesi</u>?                                                                             |ᎡᎵᏊᏍ ᏓᏆᎴᎳ <u>ᏱᏍᎩᎾᏌᏁᏏ</u>?                                                                                              |ᎦᎾᏌᏁᎠ            |ᏥᎾᏌᏁᎠ, ᏥᎾᏌᏁᎠ     |ᎯᎾᏌᎾᎩ, ᎯᎾᏌᎾᎩ     |ᎤᎾᏌᏁᏍᏗ        |ᎤᎾᏌᏁᏒᎢ         |ᎦᎾᏌᏁᏍᎪᎢ        |gan2sa.2ne3?a                                   |                                                |ji2na1sa.2ne3?a, ji.2na1sa2ne3?a                 |hi2na1sa.2na.2gi, hin2sa.2na.2gi          |un2sa.2ne1sdi                    |un1sa.2ne3sv23?i               |gan2sa.2ne3sgo3?i             |ced
100775|Toe                                                                                                                                                         |ᏕᏥᎾᏌᏛᎢ            |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏌᏛᎢ            |                 |                 |              |               |               |gạnạsạdvɂi                                      |detsịnạsạdvɂi                                   |                                                 |                                          |                                 |                               |                              |rrd
100776|Washington, DC                                                                                                                                              |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏍᏚᎩ            |                 |                 |              |               |               |gansdugi                                        |                                                |                                                 |                                          |                                 |                               |                              |rrd
73154 |1. he's dragging him, it 2. he's towing it                                                                                                                  |                  |<u>Let</u> <u>me</u> <u>drag</u> <u>it</u> for awhile.                                                                                                                                     |Ayv <u>jinasinuga</u> hlega.                                                                                       |ᎠᏴ <u>ᏥᎾᏏᏄᎦ</u> ᏞᎦ.                                                                                                    |ᎦᎾᏏᏁᎦ            |ᏥᎾᏏᏁᎦ, ᏥᎾᏏᏁᎦ     |ᎯᎾᏏᏄᎦ, ᎯᎾᏏᏄᎦ     |ᎤᎾᏏᏅᏍᏗ        |ᎤᎾᏏᏅᏒᎢ         |ᎦᎾᏏᏁᎪᎢ         |gan2si23ne32ga                                  |                                                |ji2na1si23ne32ga, ji2na1si23ne32ga               |hi2na1si2nu1ga, hin2si2nu1ga              |un2si23nv32sdi                   |un1si23nv32sv23?i              |gan2si23ne32go3?i             |ced
100777|He is dragging it                                                                                                                                           |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏏᏂ             |ᏥᎾᏏᏂ             |ᎯᎾᏏᏄᎦ            |ᎤᎾᏏᏅᏍᏗ        |ᎤᎾᏏᏁᏒᎢ         |ᎦᎾᏏᏂᏐᎢ         |gạnsi³ni                                        |                                                |tsịnsi³ni                                        |hịnsi³nuɂga                               |unsi³nṿsdi                       |unsi³nẹsv²³ɂi                  |gạnsi³niso³ɂi                 |rrd
100778|A wall                                                                                                                                                      |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏑᎦᎸᎢ           |                 |                 |              |               |               |gạnsugahlṿɂi                                    |                                                |                                                 |                                          |                                 |                               |                              |rrd
100779|Witch-hazel.; American witch-hazel.; biol. <em>Hamamelis virginiana.</em>                                                                                   |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏑᏛᎶ            |                 |                 |              |               |               |gạnsudṿlo                                       |                                                |                                                 |                                          |                                 |                               |                              |rrd
73093 |he's selling it                                                                                                                                             |                  |Hurry! Let's get there <u>before he sells</u> the house.                                                                                                                                   |Nula! <u>Nunadinvdagwu</u> galhjode winijuhjvi.                                                                    |ᏄᎳ! <u>ᏄᎾᏗᏅᏓᏊ</u> ᎦᎵᏦᏕ ᏫᏂᏧᏨᎢ.                                                                                          |ᎦᎾᏕᎦ             |ᏥᎾᏕᎦ             |ᎯᎾᏚᎦ             |ᎤᎾᏗᏅᏗ         |ᎤᎾᏗᏅᏒᎢ         |ᎦᎾᏕᎪᎢ          |ga.2na.2de3ga                                   |                                                |ji.2na.2de3ga                                    |hi2na2du1ga                               |u2na2di23nv32di                  |u1na.2di23nv32sv23?i           |ga.2na.2de3go3?i              |ced
100780|Auctioneer.; Seller.; Vendor                                                                                                                                |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏗᏍᎩ            |                 |                 |              |               |               |gạndisgi                                        |                                                |                                                 |                                          |                                 |                               |                              |rrd
73094 |livestock                                                                                                                                                   |                  |He has a lot of <u>livestock</u> on his place.                                                                                                                                             |Tsgwisdi <u>ganahlai</u> uyhdidana ujeligohi.                                                                      |ᏥᏍᏈᏍᏗ <u>ᎦᎾᏝᎢ</u> ᎤᏴᏗᏓᎾ ᎤᏤᎵᎪᎯ.                                                                                         |ᎦᎾᏝᎢ             |                 |                 |              |               |               |ga.2na1hla.3?i                                  |                                                |                                                 |                                          |                                 |                               |                              |ced
73095 |he's hiring him                                                                                                                                             |                  |<u>I'm hiring him</u> for as long as he wants to work.                                                                                                                                     |Udulisgv igohid julvhwisdanehdi <u>jinahlvsga</u>.                                                                 |ᎤᏚᎵᏍᎬ ᎢᎪᎯᏓ ᏧᎸᏫᏍᏓᏁᏗ <u>ᏥᎾᏢᏍᎦ</u>.                                                                                       |ᎦᎾᏢᏍᎦ            |ᏥᎾᏢᏍᎦ            |ᎯᎾᏢᎥᎦ            |ᎤᎾᏢᏗ          |ᎤᎾᏢᏅᎢ          |ᎦᎾᏢᏍᎪᎢ         |ga.2na32hlv.2sga                                |                                                |ji2na32hlv.2sga                                  |hi2na1hlv.2?v1ga                          |u2na1hlv1di                      |u1na32hlv1nv23?i               |ga.2na32hlv.2sgo3?i           |ced
100781|He is holding it (a liquid)                                                                                                                                 |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏤᎭ             |ᏥᎾᏤᎭ             |ᎯᎾᏤᎮᏍᏗ           |ᎤᎾᏤᎮᏍᏗ        |ᎤᎾᏤᎮᏍᏛᎢ        |ᎦᎾᏤᎰᎢ          |gạ³nhtsẹha                                      |                                                |tsị³nɂtsẹha                                      |hị³nhtsẹhesdi                             |u³nhtsẹhesdi                     |u³nhtsẹhesdv²³ɂi               |gạ³nhtsẹho³ɂi                 |rrd
100782|A rattle                                                                                                                                                    |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏤᏗ             |                 |                 |              |               |               |gạntsehdi                                       |                                                |                                                 |                                          |                                 |                               |                              |rrd
100783|He is carrying it (a liquid)                                                                                                                                |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏥ              |ᏥᎾᏥ              |ᎯᎾᏧᎦ             |ᎤᎾᏨᏍᏗ         |ᎤᎾᏤᏒᎢ          |ᎦᎾᏥᏐᎢ          |gạnhtsi                                         |                                                |tsịnɂtsi                                         |hịnhtsuɂga                                |unhtsṿsdi                        |unhtsẹsv²³ɂi                   |gạnhtsịso³ɂi                  |rrd
100784|He is being carried by it (a liquid)                                                                                                                        |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏨᏍᏗᎭ           |ᏥᎾᏨᏍᏗᎠ           |ᎯᎾᏨᏍᏓ            |ᎤᎾᏨᏍᏙᏗ        |ᎤᎾᏨᏍᏔᏅᎢ        |ᎦᎾᏨᏍᏗᏍᎪᎢ       |gạntsvsdiha                                     |                                                |tsịntsvsdịɂa                                     |hịntsvsda                                 |untsvstdi                        |untsvstạnv²³ɂi                 |gạntsvsdisgo³ɂi               |rrd
73098 |he's finding a flexible object                                                                                                                              |                  |Where <u>did you find</u> the belt?                                                                                                                                                        |hadlv <u>janawhtvhe</u> na adadlosdi?                                                                              |ᎭᏢ <u>ᏣᎾᏩᏛᎮ</u> Ꮎ ᎠᏓᏠᏍᏗ?                                                                                               |ᎦᎾᏩᏘᎭ            |ᏥᎾᏩᏘᎭ, ᏥᎾᏩᏘᎭ     |ᎯᎾᏩᏔ, ᎯᎾᏩᏔ       |ᎤᎾᏩᏛᏗ         |ᎤᎾᏩᏛᎲᎢ         |ᎦᎾᏩᏘᏍᎪᎢ        |ga.2nawh32ti.3ha                                |                                                |ji2nawh32ti.3ha, ji.2nawh32ti.3ha                |hi2nawh1ta, hi.2naw1ta                    |u2nawh1tvh3di                    |u1nawh32tv2hv23?i              |ga.2nawh32ti23sgo.3?i         |ced
100785|Heart                                                                                                                                                       |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏫᎯ             |                 |                 |              |               |               |gạnahwịhi                                       |                                                |                                                 |                                          |                                 |                               |                              |rrd
73099 |he's taking it (animal, flexible object) somewhere                                                                                                          |                  |<u>Are you going to take</u> a coat?                                                                                                                                                       |Gasalenis <u>tinawidvhi</u>?                                                                                       |ᎦᏌᎴᏂᏍ <u>ᏘᎾᏫᏛᎯ</u>?                                                                                                    |ᎦᎾᏫᏗᎭ            |ᏥᎾᏫᏗᎭ, ᏥᎾᏫᏗᎭ     |ᎯᎾᏫᏓ, ᎯᎾᏫᏓ       |ᎤᎾᏫᏘᏗ         |ᎤᎾᏫᏛᎲᎢ         |ᎦᎾᏫᏗᏍᎪᎢ        |ga.2na32wi2di.3ha                               |                                                |ji2na32wi2di.3ha, ji.2na32wi2di.3ha              |hi2na1wi23da, hi.2na1wi23da               |u2na1wi23tdi                     |u1na32wi2dv2hv23?i             |ga.2na32wi2di23sgo3?i         |ced
100786|He is carrying it (something alive) or it (something flexible) off                                                                                          |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏫᏗᎭ            |ᏥᎾᏫᏗᎠ            |ᎯᎾᏫᏓ             |ᎤᎾᏫᏘᏗ         |ᎤᎾᏫᏛᎲᎢ         |ᎦᎾᏫᏗᏍᎪᎢ        |gạnạwidiha                                      |                                                |tsinạwidịɂa                                      |hinạwida                                  |unạwitdi                         |unạwidvhv²³ɂi                  |gạnạwidisgo³ɂi                |rrd
100787|He is finding it (something alive) or it (something flexible)                                                                                               |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᎾᏫᏘᎭ            |ᏥᎾᏫᏘᎭ            |ᎯᎾᏫᏔ             |ᎤᎾᏫᏛᏗ         |ᎤᎾᏫᏛᎲᎢ         |ᎦᎾᏫᏘᏍᎪᎢ        |gạnạ³whtịha                                     |                                                |tsinạwhtịha                                      |hinạ³whta                                 |unạ³whtvhdi                      |unạ³whtṿhv²³ɂi                 |gạnạ³whtịsgo³ɂi               |rrd
73100 |dangerous                                                                                                                                                   |ᎠᏂᎾᏰᎩ             |He has a <u>dangerous</u> job.                                                                                                                                                             |Ganayegi julvhwisdanhdi uha.                                                                                       |<u>ᎦᎾᏰᎩ</u> ᏧᎸᏫᏍᏓᏁᏗ ᎤᎭ.                                                                                                |ᎦᎾᏰᎩ             |                 |                 |              |               |               |ga.3na.2ye1gi                                   |a.2ni23na.2ye1gi                                |                                                 |                                          |                                 |                               |                              |ced
73101 |1. he's getting a flexible object  2. he's picking up a flexible object                                                                                     |                  |Where <u>did you get</u> your cap?                                                                                                                                                         |Hadlv <u>janese</u> jalsdulo?                                                                                      |ᎭᏢ <u>ᏣᏁᏎ</u> ᏣᎵᏍᏚᎶ?                                                                                                   |ᎦᏁᎠ              |ᏥᏁᎠ, ᏥᏁᎠ         |ᎯᎾᎩ, ᎯᎾᎩ         |ᎤᏁᏍᏗ          |ᎤᏁᏒᎢ           |ᎦᏁᏍᎪᎢ          |ga.2ne3?a                                       |                                                |ji2ne3?a, ji.2ne3?a                              |hi2na.2gi, hi.2na.2gi                     |u2ne1sdi                         |u1ne2sv23?i                    |ga.2ne3sgo3?i                 |ced
100788|He is picking it (something flexible) up                                                                                                                    |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᏁᎠ              |ᏥᏁᎠ              |ᎯᎾᎩ              |ᎤᏁᏍᏗ          |ᎤᏁᏒᎢ           |ᎦᏁᏍᎪᎢ          |gạneɂa                                          |                                                |tsịneɂa                                          |hịnạgi                                    |unesdi                           |unesv²³ɂi                      |gạnesgo³ɂi                    |rrd
73034 |he's taking a flexible object somewhere by hand                                                                                                             |                  |<u>Take</u> a coat, because it's cold.                                                                                                                                                     |Gasaleni <u>hihnuga</u>, uhyvdlahehno.                                                                             |ᎦᏌᎴᏂ <u>ᎯᏄᎦ</u>, ᎤᏴᏜᎮᏃ.                                                                                                |ᎦᏁᎦ              |ᏥᏁᎦ              |ᎯᏄᎦ              |ᎤᏅᏍᏗ          |ᎤᏅᏒᎢ           |ᎦᏁᎪᎢ           |ga.2hne3ga                                      |                                                |ji.?2ne3ga                                       |hi.2hnu1ga                                |u2hnv1sdi                        |u1hnv3sv23?i                   |ga.2hne3go3?i                 |ced
73103 |skin                                                                                                                                                        |                  |He has a shirt made of deer <u>skin</u>.                                                                                                                                                   |Ahwi <u>ganega</u> gohlvhtanv ahnawo unaa                                                                          |ᎠᏫ <u>ᎦᏁᎦ</u> ᎪᏢᏔᏅ ᎠᎿᏩ ᎤᎾᎠ.                                                                                            |ᎦᏁᎦ              |                 |                 |              |               |               |ga.2ne1ga                                       |                                                |                                                 |                                          |                                 |                               |                              |ced
73104 |he's taking a long object somewhere by hand                                                                                                                 |                  |Take three bats to the baseball diamond.                                                                                                                                                   |Joiha digosdvnisdi <u>tinuga</u> unalasgahldii.                                                                    |ᏦᎢᎭ ᏗᎪᏍᏛᏂᏍᏗ <u>ᏘᏄᎦ</u> ᎤᎾᎳᏍᎦᎵᏗᎢ.                                                                                       |ᎦᏁᎦ              |ᏥᏁᎦ              |ᎯᏄᎦ              |ᎤᏩᏅᏍᏗ         |ᎤᏩᏅᏒᎢ          |ᎦᏁᎪᎢ           |ga2ne3ga                                        |                                                |ji2ne3ga                                         |hi2nu1ga                                  |u.2wa2nv1sdi                     |u1wa2nv3sv23?i                 |ga2ne3go3?i                   |ced
73105 |he's peeling, skinning him, it                                                                                                                              |                  |He likes cucumbers so well, he eats them <u>without peeling them</u>.                                                                                                                      |<u>Nidunegalvdagwu</u> dasdigisgo gagama iga julvkwdi                                                              |<u>ᏂᏚᏁᎦᎳᎸᏓᏊ</u> ᏓᏍᏗᎩᏍᎪ ᎦᎦᎹ ᎢᎦ ᏧᎸᏉᏗ.                                                                                    |ᎦᏁᎦᎵᎭ            |ᏥᏁᎦᎵᎭ, ᏥᏁᎦᎵᎭ     |ᎯᏁᎦᎳ, ᎯᏁᎦᎳ       |ᎤᏁᎦᎵᏗ         |ᎤᏁᎦᎸᎲᎢ         |ᎦᏁᎦᎵᏍᎪᎢ        |ga.2ne3ga.2li.3ha                               |                                                |ji2ne3ga.2li.3ha, ji.2ne3ga.2li.3ha              |hi2ne1ga.2la, hi.2ne1ga.2la               |u2ne1gahl3di                     |u1ne3ga.2lv2hv23?i             |ga.2ne3ga.2li23sgo3?i         |ced
100789|He is carrying it (something flexible)                                                                                                                      |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᏁᎧ              |ᏥᏁᎦ              |ᎯᏄᎦ              |ᎤᏅᏍᏗ          |ᎤᏁᏒᎢ           |ᎦᏁᎪᎢ           |gạnẹka                                          |                                                |tsịnega                                          |hịnuga                                    |unvsdi                           |unẹsv²³ɂi                      |gạnẹko³ɂi                     |rrd
73106 |1. he's getting some liquid  2. he's picking up some liquid                                                                                                 |                  |<u>She got</u> a gallon of milk.                                                                                                                                                           |Suhliloda iga unvdi <u>unegisvi</u>.                                                                               |ᏑᏟᎶᏓ ᎢᎦ ᎤᏅᏗ <u>ᎤᏁᎩᏒᎢ</u>.                                                                                              |ᎦᏁᎩᎠ             |ᏥᏁᎩᎠ             |ᎯᏁᎩ              |ᎤᏁᎩᏍᏗ         |ᎤᏁᎩᏒᎢ          |ᎦᏁᎩᏍᎪᎢ         |ga.2ne2gi3?a                                    |                                                |ji.2ne2gi3?a                                     |hi.2ne23gi                                |u2ne2gi1sdi                      |u1ne2gi3sv23?i                 |ga.2ne2gi3sgo3?i              |ced
100790|He is picking up it (a liquid)                                                                                                                              |                  |… and he who is willing — let him <u>take</u> the water of life freely.                                                                                                                    |[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 22:17]                                                                                                  |… ᎠᎴ ᎩᎶ ᎤᏚᎵᏍᎨᏍᏗ <u>ᎦᏁᎩᏍᎨᏍᏗ</u> ᎠᎹ ᎬᏂᏛ ᎠᏓᏁᎯ ᏧᎬᏩᎶᏗ ᏂᎨᏒᎾ.                                                                 |ᎦᏁᎩᎠ             |ᏥᏁᎩᎠ             |ᎯᏁᎩ              |ᎤᏁᎩᏍᏗ         |ᎤᏁᎩᏒᎢ          |ᎦᏁᎩᏍᎪᎢ         |gạnegi³ɂa                                       |                                                |tsịnegi³ɂa                                       |hịnegi                                    |unegi³sdi                        |unegi³sv²³ɂi                   |gạnegi³sgo³ɂi                 |rrd
73107 |1. he's taking liquid from him, it  2. he's milking it (when used with unvdi)                                                                               |                  |He's milking a cow.                                                                                                                                                                        |Unvdi <u>ganegieha</u> wahga.                                                                                      |ᎤᏅᏗ <u>ᎦᏁᎩᎡᎭ</u> ᏩᎦ.                                                                                                   |ᎦᏁᎩᎡᎭ            |ᏥᏁᎩᎡᎭ            |ᎯᏁᎩᏏ             |ᎤᏁᎩᎡᏗ         |ᎤᏁᎩᎡᎸᎢ         |ᎦᏁᎩᎡᎰᎢ         |ga.2ne2gi3?e2ha                                 |                                                |ji2ne2gi3?e2ha                                   |hi2ne2gi1si                               |u2ne2gi.2?eh3di                  |u1ne2gi3?e2lv23?i              |ga.2ne2gi3?e2ho3?i            |ced
100791|He is milking it.; He is taking it (a liquid) from him                                                                                                      |                  |                                                                                                                                                                                           |                                                                                                                   |                                                                                                                       |ᎦᏁᎩᎡᎭ            |ᏥᏁᎩᎡᎠ            |ᎯᏁᎩᎢ             |ᎤᏁᎩᎡᏗ         |ᎤᏁᎩᎡᎸᎢ         |ᎦᏁᎩᎡᎰᎢ         |gạnegi³ɂeha                                     |                                                |tsịnegi³ɂẹɂa                                     |hịnegi³ɂi                                 |unegi³ɂehdi                      |unegi³ɂẹlv²³ɂi                 |gạnegi³ɂeho³ɂi                |rrd
